Entry	yourlist:M20200101216DA2B77BFBD2E6699CA9B6D1C41EB26D9AB2D
Q8NEZ2	126479
Q330K2	126481
Q96MH6	126482
Q8N0Z2	126483
Q96LD1	126488
Q8IWW8	126489
Q14CS0	126491
A1KZ92	126492
Q86UL3	126493
Q2VYF4	126495
Q8NA75	126496
Q86SE5	126498
Q96D59	126500
Q96BF6	126501
Q5BN46	126503
Q8N4J0	126504
Q96MD7	126507
Q5VUD6	126510
Q86Y79	126512
Q5T9C9	126513
Q8IZX4	126514
A2A3K4	126515
A6NKF2	126518
Q8N5L8	126519
Q5VYM1	126520
Q8NGS7	126523
Q8IW52	126540
Q5MJ09	126541
Q8TD91	126542
Q8NDZ0	126543
Q8IV76	126545
Q5VU92	126547
Q9NQM4	126551
Q5H9M0	126552
Q6PEV8	126553
Q5JTC6	126556
Q6UXV4	126558
Q7Z353	126559
Q8IVP5	126561
Q8IZF6	126563
Q96LZ2	126566
A6NGE4	126567
Q7L8S5	126574
Q96BW1	126576
Q8TD90	126577
A2A368	126578
Q6PJQ5	126579
Q8WWW8	126581
Q6P2M8	126582
Q8TDG2	126584
Q8TDV5	126586
Q8N7X1	126588
Q5JSL3	126589
Q56A73	126590
Q8TD47	126595
Q8IUC0	126601
Q8TDR4	126602
Q9NV44	126602
Q8IZP6	126603
Q8WXH4	126610
Q8WWX0	126611
Q9NWX5	126612
Q9H672	126613
Q9H765	126614
Q96DX5	126615
P14649	126617
Q9NW07	126619
Q8WXR4	126621
Q9H0A6	126622
Q96FQ6	126627
Q9H3H9	126630
Q8WWX9	126635
Q8TDX7	126636
Q8NHY6	126637
Q9BWX5	126640
Q9H598	126644
Q9NUD7	126645
Q96DR5	126647
Q86UZ6	126648
Q96MY1	126651
Q9NTU7	126652
Q8NI51	126653
Q86WT6	126654
Q9H579	126660
Q9H3Z7	126662
Q9NUG4	126664
Q8WY22	126665
O94964	126666
A0PJX2	126667
Q9H426	126676
Q8TC36	126678
A1Z1Q3	126679
Q96FJ2	126680
Q8WXS4	126681
Q969M7	126682
Q8IZ57	126698
Q8TEV9	126704
Q96L21	126711
Q14CN4	126715
Q9BYN0	126716
P60602	126718
Q96MP5	126724
Q9H1F0	126725
Q8TBE9	126729
Q9H1M4	126734
Q9H112	126748
Q86YH2	126751
P78324	126752
Q96DU9	126753
Q8WXA9	126754
Q8NC74	126756
Q8TDR2	126760
Q9H3Y0	126761
Q8TF63	126768
Q96AX9	126769
Q8WTR2	126770
Q8N130	126771
Q8WWU7	126772
Q8WXH6	126773
Q8WXK1	126774
A6NK59	126775
Q8WXK4	126776
Q96LT4	126778
Q8WWH5	126783
Q5T2T1	126785
Q68DX3	126788
Q96AJ9	126789
Q8WWB3	126791
Q6IS14	126793
Q5U5R9	126794
Q8WW14	126799
Q86Y37	126801
Q86SS6	126802
Q86YD5	126803
Q8TAA3	126804
Q6P2D8	126811
Q8IYU4	126812
Q8N387	126813
Q5HYJ3	126816
P58005	126817
Q7Z3Z4	126818
A6NI28	126819
Q8NAB2	126820
Q2TBE0	126821
Q7Z4H8	126822
Q6UX15	126823
A6NLP5	126825
Q9BUA3	126827
Q6IQ23	126828
Q68D10	126830
Q8N2M4	126831
Q96M86	126834
Q96MT3	126835
Q96NU7	126836
Q8TDB8	126837
Q7Z5W3	126839
Q5I7T1	126840
Q4G1C9	126842
Q6ZTI6	126843
Q8N3J9	126844
Q6IPR1	126846
Q86YQ8	126848
A0PK00	126849
Q8TBY9	126850
Q96MS3	126851
Q96AV8	126855
Q6KB66	126858
Q96MD2	126862
Q8N1E6	126870
Q6WBX8	126872
Q8N4B1	126873
Q8IV20	126879
Q32P51	126887
Q6Y288	126890
Q96NR8	126895
P56915	126899
Q8IW75	126901
Q8TD10	126903
Q96LQ0	126908
Q8IZM9	126909
Q86TY3	126910
Q7Z5M8	126913
Q8N8N7	126915
Q96MY7	126916
Q6ZU80	126920
Q86V88	126921
Q86TV6	126922
Q8NHR7	126925
Q8TBF8	126935
P0CAP1	123498,126937
A6NNL5	126948
Q96S86	126950
Q0VG99	126951
Q6RVD6	126956
Q8WWG1	126957
Q8IWY8	126960
Q6IQ55	126962
Q8IWY9	126963
Q8TF47	126969
Q6F5E8	126970
Q17RG1	126971
Q8IZR5	126972
Q8TAZ6	126973
Q3B7T3	126974
Q96M29	126976
Q2KHN1	126977
P0CG20	126978
Q8N461	126979
Q6UXU4	126983
Q6ZMJ4	126985
Q96LX8	126986
A1A5D9	126987
Q8WW62	126989
A8K8V0	126995
P0C7X2	126996
Q6UX73	126998
Q8IYS4	126999
Q3V5L5	127000
Q6ZVM7	127001
Q96N21	127002
Q67FW5	127003
A6NFN3	127004
Q8TDQ1	127005
Q9P225	127007
Q86UN2	127008
Q8N7B9	127010
Q96T59	127013
Q8N1V2	127014
Q96M95	127015
Q5UE93	127016
Q2M2E3	127017
Q68D06	127019
Q8IWX7	127021
Q6UXG3	127023
Q86Y91	127024
Q96C34	127025
Q96AY2	127026
Q8N511	127028
Q8NCQ7	127029
Q6UX07	127030
Q693B1	127031
Q8IU68	127037
Q309B1	127041
Q8TF74	127043
Q7Z3Z0	127044
Q96B23	127053
Q6UXH8	127056
Q3SY17	127058
Q86SJ6	127059
Q8N6D5	127061
Q8J025	127063
Q86VR7	127065
Q8WV37	127068
Q96N58	127070
B6SEH8	127071
P0DL12	127072
Q8NEA5	127073
Q8TF45	127074
Q8TAU3	127075
Q6P597	127078
Q6UWN0	127081
Q8WZ59	127085
Q8NE63	127086
Q96C55	127090
Q8NCA9	127091
Q8TA94	127092
Q8NBT2	127093
Q8N6L0	127094
Q96B18	127095
Q8N196	127096
Q8TAQ5	127098
Q96MN2	127102
Q96NG8	127104
Q6ZPD9	127110
Q8N6N2	127113
Q8IUC6	127114
Q8WWF5	127116
Q96NL3	127117
Q17R55	127118
Q8IUL8	127119
Q2NL68	127121
Q96NG5	127124
Q6NZY7	127125
Q96N38	127129
Q9UFG5	127131
O95057	127135
Q8NEP9	127136
Q5MCW4	127137
Q5T7P8	127139
Q8TEY5	127142
Q5VW32	127145
Q96NU1	127146
Q5VXD3	127148
Q8N6N3	127149
Q86YI8	127151
Q8N365	127153
Q96MV1	127154
Q5VVX9	127156
Q8N283	127165
Q96GL9	127166
Q8NCR0	127169
Q8N468	127170
Q6GTS8	127171
Q8NEW0	127176
Q2M243	127177
Q70IA8	127181
Q8NBF1	127182
Q5TC82	127186
A2VCK2	127189
Q5T0B9	127190
Q5T197	127192
Q8TBE1	127193
Q5VSG8	127196
Q5VWK5	127199
Q5VT40	127202
Q8IYI6	127206
Q8N165	127209
Q7Z465	127211
Q8N6F1	127213
Q96MR6	127214
Q8N4L8	127217
Q96LX7	127219
Q8NEQ6	127222
Q5TA31	127223
Q6K0P9	127225
Q8TCV5	127236
Q8IYI0	127244
Q86VX2	127250
P59827	127251
Q9BX40	127252
O95447	127258
Q9NSI5	127259
P57059	127260
Q5GH77	127266
Q96NN9	127270
A6NJZ7	127271
A8MPS7	127272
Q8IWL3	127276
Q8IWD4	127277
Q8N7B1	127278
Q8NEJ0	127280
Q7Z6W7	127284
Q6NUI6	127285
Q5TIA1	127286
Q6ICB4	127287
Q8NET5	127289
Q7Z6Z6	127291
Q6NVV7	127293
Q8NG68	127297
Q8IYA6	127298
Q8IUF1	127299
Q8WW24	127301
Q8NB12	127308
Q8WXC6	127315
Q8NGW1	127316
Q8N668	127317
Q8N271	127318
Q7Z5J8	127319
Q8TF61	127320
Q8N4P2	127321
Q6GPH6	127325
Q6P1L5	127329
Q7RTU1	127330
Q75VX8	127333
Q3MIT2	127335
Q9P0V9	127339
Q6P1J6	127341
Q8NEG5	127342
Q569K4	127344
Q4G0M1	127350
Q8N6S5	127351
Q8WXB1	127352
Q8N7R7	127353
Q562F6	127357
Q53TS8	127358
Q96MF4	127364
Q6PIS1	127365
Q6P2I3	127368
Q96KN4	127371
Q96LZ7	127373
Q7RTX9	127380
Q53RT3	127385
Q8N9V3	127386
O95045	127387
Q7Z3F1	127389
Q96N46	127391
Q8TDB6	127392
Q96LR4	127394
Q5FBB7	127395
A8MPX8	127396
Q8N7U6	127397
Q5SGD2	127400
Q8IV35	127402
Q8IZ02	127404
Q8IYJ1	127405
Q7Z7J5	127407
Q76M96	127410
Q7Z6A9	127411
Q8WUD4	127412
Q8IYB1	127413
Q9NY27	127414
Q8NBI6	127415
Q9H0F5	127416
Q9H4G4	127417
Q9BZX4	127418
Q504Y3	127425
Q7Z7K0	127426
Q6ZWH5	127428
Q8IVM0	127431
Q8N0Z3	127433
Q8IZV2	127434
Q6ZNL6	127439
Q8IWV2	127444
Q17R98	127447
Q5HYK7	127448
Q6ZNB6	127449
Q6TCH7	127451
A0PJX4	127452
Q8WU76	127454
Q96MZ4	127464
Q96N16	127465
Q8TBB0	127466
Q17RF5	127467
Q86Z14	127468
Q6NSI3	127470
Q8N3J5	127472
Q8IYL2	127475
Q0VAM2	127476
Q5VWQ8	127478
Q8NBW4	127480
Q8IUR6	127485
Q8N960	127486
Q6ZT89	127489
Q8TBQ9	127490
Q68D91	127492
Q8NDZ6	127493
Q8NEF9	127495
Q96PX9	127497
Q96NC0	127499
Q8N4S9	127502
Q6UWY0	127507
Q96LP2	127508
Q6PF05	127509
Q8NEF3	127513
Q8TC56	127515
Q8TEC5	127517
Q96MT1	127521
Q6IEG0	127530
Q6P9H4	127531
Q8N6K7	127533
Q8TD20	127535
Q6ZNC8	127537
Q8NA58	127539
Q8TC41	127540
Q8IYR0	127543
Q9P0B6	127548
Q96NL0	127550
Q86UQ4	127551
Q1RMZ1	127552
P0C7M8	127555
Q4VCS5	127557
Q8N0U8	127558
Q8IY63	127559
Q8NA54	127562
Q96MP8	127564
A2RRL7	127567
Q8ND71	127570
Q6IV72	127572
Q6NUN9	127574
Q8NHE4	127575
Q400G9	127579
Q8N6F8	127581
Q86XT2	127583
Q96EV2	127585
Q8TD06	127586
Q86YV5	127591
Q96S96	127592
Q69YH5	127593
Q6PI78	127596
Q8IZV5	127600
Q86W74	127604
Q56NI9	127605
Q8IX29	127606
Q96KN1	127609
Q96NL8	127610
Q7Z7G8	127612
Q86X53	127615
Q8TCU3	127618
Q96NL1	127621
Q658Y4	127622
Q96LL4	127623
Q4G0Z9	127624
Q8IUQ0	127625
Q8IVN8	127630
Q5T5Y3	127632
Q8N4C0	127633
Q7L985	127640
Q8N9P6	127642
Q96NJ1	127642
Q96MA6	127645
Q8NHH1	127650
Q8IZ41	127651
Q5VTQ0	127655
Q6PF06	127659
Q5T036	127664
Q8IYX7	127666
Q5H8C1	127670
Q5HYC2	127672
Q8TF39	127677
Q8N8K9	127680
Q5T7W7	127681
Q8WUY3	127687
Q8N7E2	127688
Q6PB30	127689
Q8N0W7	127690
Q6GMR7	127693
P98169	127694
Q5JRC9	127700
Q8NHP6	127702
Q6ZRI8	127703
Q8N443	127705
Q86UN6	127707
Q8NHV9	127708
Q8N7X4	127710
Q96MV8	127719
Q70EK9	127720
Q7Z309	127730
Q6P4D5	127731
Q96LI6	124576,127733
Q15415	127736
Q70EL1	127739
Q8TAU0	127740
Q2M3R5	127741
Q5T655	127743
Q1EHB4	127745
Q05D60	127746
Q8WXA2	127747
Q8NCR3	127748
Q6ZMR3	127750
Q8N5U0	127751
Q8N394	127753
Q5QGZ9	127754
Q6ZXV5	127757
Q8NA57	127758
Q3SY69	127759
Q8N9Z9	127760
Q6ZUT9	127761
Q7Z6J2	127762
Q8N695	127763
Q8NI37	127764
Q8IWA6	127766
Q86XP1	127768
Q5T0U0	127769
Q86V85	127770
Q8TAV4	127771
Q8N9W8	127772
Q6ZMZ3	127775
Q86T13	127776
A5D6W6	127777
Q8IYK8	127778
Q3MIR4	127780
Q7Z553	127785
Q86U38	127790
Q05BV3	127791
Q6P656	127794
Q8IYX1	127795
Q8WXU2	127797
Q8TE49	127799
Q7Z699	127800
Q8IXM7	127801
Q6DHV7	127803
Q8NHP7	127804
Q8NA03	127805
Q8IX07	127806
Q8NCV1	127807
Q3MIP1	127808
Q6P2D0	127811
Q8NA82	127813
Q08AF3	127815
Q86VR2	127817
Q6UXU6	127818
Q8TCT1	127819
P58872	127820
Q8NET8	127821
Q8NCK7	127822
Q7Z3Y7	127825
Q8TB69	127827
Q8IYD9	127828
Q8NG57	127829
Q6ZNA1	127831
Q8N9Z0	127832
Q6ZNG1	127833
A2RRD8	127834
Q6ZNH5	127835
Q7Z398	127836
Q8WUU4	127837
Q8WXF8	127838
Q147U1	127839
Q8NAF0	127842
Q3KP31	127843
Q8TBZ8	127844
Q8N7K0	127846
Q8NC26	127847
Q8N184	127848
Q8NA42	127849
Q8N6I1	127852
Q8IZ63	127854
Q8N205	127856
Q8N7Q3	127857
Q8IYN0	127858
Q68D51	127862
Q6ZN66	127864
Q6P3S1	127867
Q8NAT2	127869
Q8NFQ8	127870
Q9H496	127870
Q8TD86	127872
Q8IU57	127873
Q96RK1	127875
Q96PI1	127878
Q5T7N3	127879
Q6UVJ0	127880
Q6IQ49	127881
Q6PJW8	127882
A2PYH4	127886
Q86WK9	127887
Q8N715	127889
Q8N7F7	127890
Q8WUT4	127893
Q3SXZ7	127895
Q8IYX3	127896
Q8IU80	127898
Q6NTF7	127899
Q6ICG8	127900
Q8N136	127902
Q1L5Z9	127903
Q96M89	127905
Q8IZF5	127907
Q53QW1	127908
Q8TDS5	127909
Q6P995	127911
P68543	127913
Q8N1N0	127914
Q8TE96	127915
Q460N3	127917
Q8NHS0	127919
Q8NFN8	127920
Q702N8	127921
Q8IYW5	127922
Q7Z3G6	127925
Q8NB90	127927
Q6ZW61	127928
Q8N568	127929
Q8IWK6	127930
P0C091	127932
Q8IVH4	127933
Q6ZSB9	127934
Q4W5G0	127935
Q6ZTQ3	127936
Q8TBY0	127937
Q8NHU3	127938
Q7Z3K6	127939
Q86Y33	127940
Q3SY77	127942
Q6PIY7	127943
Q8IU60	127944
Q8IY84	127945
Q8N485	127946
Q8N895	127947
Q6UXP7	127948
Q8N3Z0	127949
Q86VQ0	127950
Q7RTU3	127951
Q8N3L3	127952
Q5SW24	127953
Q5T5N4	127954
Q03936	127958
Q7Z4T8	127959
Q86TM3	127960
Q8IYX0	127961
Q8WVZ7	127962
Q7Z6K1	127964
Q8N9Z2	127965
Q8TDX9	127967
Q8NHV1	127968
Q7Z7K2	127969
Q7RTS1	127970
Q2TB10	127973
Q8IWU4	127975
Q8NFW1	127976
Q8N9S9	127977
Q6YI46	127978
Q8TC21	127979
Q6ZQW0	127980
Q8NE28	127981
Q8TDN2	127982
Q68BL7	127983
Q8N6L7	127986
Q6ZRP7	127987
Q8NEA6	127988
Q14929	127990
Q8NEK8	127991
Q5JUX0	127992
Q8NA70	127993
Q8N8B7	127996
Q6PEW1	127997
Q96QS3	127998
Q495W5	128001
Q8WWZ8	128002
Q6NUJ5	128004
Q9BWG4	128006
Q8WTT0	128012
Q9H2U1	128022
Q8WXA8	128062
Q8WWP7	128063
Q96T91	128064
Q8WXG8	128065
Q7Z4G1	128071
Q8WTP9	128072
Q8NFP7	128079
Q8TE58	128081
Q8TE56	128083
Q8TE60	128084
Q8TAE7	128090
Q6NYC8	128092
Q8TF32	128094
Q8TF20	128095
Q8TF21	128096
Q8TF68	128100
Q8IXJ9	128104
Q9UMS6	128105
Q8TDM5	128108
Q96L33	128110
P59044	128114
Q8TD23	128116
Q8N0X4	128126
Q8IZU1	128130
Q8IZU0	128131
Q8IZT9	128132
Q969W0	128143
Q6ISU1	128144
Q9Y535	128147
Q8WU67	128149
Q96HS1	128154
Q9BW72	128172
Q2M2I5	128175
Q717R9	128176
Q9H9G7	128177
Q9HCK5	128178
Q8TAC9	128182
Q8N3Y7	128184
Q7RTV5	128185
Q5VZY2	128189
A6NJ78	128190
Q6UWV2	128193
Q96LU5	128195
Q8N1N4	128199
Q969X0	128200
Q8IVF4	128201
Q8N9I9	128203
Q6UX53	128204
O60293	128206
Q8NHP8	128208
Q8NEG0	128210
Q8TC90	128212
Q96G04	128213
Q8IYJ0	128215
Q8IZD4	128216
Q4KMQ2	128218
Q68CP9	128219
Q5VZV1	128220
Q8IW00	128223
Q6QHF9	128224
Q8NFM4	128229
Q96M60	128231
Q6UWM7	128236
Q8IWV7	128238
Q86WU2	128242
Q8N0W3	128243
Q8NB16	128244
Q96MU6	128247
Q4G176	128248
Q96KV7	128250
A4GXA9	128252
Q7RTR2	128254
Q8WV22	128255
Q96MX3	128257
Q8IYY4	128259
Q8NDW8	128260
Q8IX19	128261
Q7L945	128262
Q6P3V2	128264
Q8WX94	128265
Q86UU5	128266
Q8NFZ8	128268
Q8NA92	128269
Q8WU68	128270
Q68DY1	128273
Q5TA78	128277
Q96F25	128278
Q8TAV0	128279
Q5VWT5	128284
Q5SNT2	128285
Q6NZ36	128288
Q5T0F9	128291
Q86T75	128294
P40222	128297
Q8N7M0	128300
Q6Q759	128304
Q499Z3	128306
Q8N6L1	128307
Q53ET0	128308
Q5T440	128310
Q5JX71	128313
Q9Y6U7	128317
P31941	128318
Q8IUX4	128319
Q9NU39	128321
Q502W6	128324
Q8IUH2	128325
O43151	128327
Q96LM6	128332
Q86SG2	128333
Q8IW19	128334
Q9Y2I7	128336
Q53RY4	128340
Q86X19	128342
Q7Z698	128344
Q96MW7	128345
Q6ZVT6	128349
Q8NC69	128350
Q8WWY8	128352
Q3SXY8	128353
Q86XF0	128354
Q70Z44	128355
Q6P5R6	128356
Q86UW1	128357
P0C2W1	128358
Q8IXV7	128359
Q8N307	128360
Q8N8E3	128362
Q7Z7K6	128365
Q8NFG4	128366
Q8N2A8	128367
Q6ZUM4	128369
Q7RTY0	128373
A8MT69	128376
Q96CN5	128377
Q8N1S5	128379
Q6PJ69	128382
Q70J99	128383
Q8NG50	128384
Q6ZMD2	128385
Q8NCQ5	128386
Q6IQ22	128387
A1YPR0	128390
Q8IVC4	128391
Q8NAM6	128392
Q6Y1H2	128393
Q8TCJ2	128394
Q6L8Q7	128397
Q8IWF6	128398
Q495A1	128399
Q504U0	128401
Q8IY51	128403
Q96QK8	128406
Q8IY95	128407
Q6NW29	128409
Q96LW4	128410
Q6NXT6	128412
Q86W54	128415
Q9H819	128416
Q86VV4	128419
Q8N3K9	128427
Q8WU08	128429
Q5VWX1	128436
Q6ZMB5	128441
Q3MIX3	128442
Q96NA8	128443
P07437	128444
Q9Y3T6	128445
Q6P047	128447
P83105	128450
Q8TC27	128451
Q6P6B1	128453
Q5VZI3	128455
Q96LT7	128456
Q6TFL3	128459
Q69YI7	128460
Q8IW50	128461
Q8WV48	128462
Q68DC2	128464
Q96L08	128465
Q8WUT9	128469
Q7Z2Y5	128472
Q5JSJ4	128475
Q6P9G9	128476
Q3ZAQ7	128477
Q5JXX7	128478
Q7Z2X7	128479
Q9Y6F7	114819,128481
Q75V66	128482
Q8IU89	128485
Q86Z02	128490
Q8NCS7	128491
Q8N944	128492
Q8N8R5	128495
Q8NDZ4	128496
Q96HI0	128497
Q8N7C3	128500
Q6Q4G3	128502
Q7Z2H8	128503
Q5TEZ5	128504
Q8N5I4	128508
Q8IVG5	128519
Q8N7J2	128520
Q5T2N8	128521
O75317	128522
Q5JTB6	128524
Q9H2K0	128525
A0JLT2	128553
A4D1E1	128555
Q9HBA9	128556
Q8IVU9	128558
Q8N2G6	128561
Q8TC29	128562
Q8IZJ1	128567
Q6ZVD7	128569
Q96D05	128570
Q2T9J0	128571
P17030	128572
Q96KN9	128574
Q8ND76	128575
Q8IZC4	128576
Q8TAV5	128579
Q96M11	128581
A2RU14	128583
Q8NGN1	128590
Q5QJ74	128592
Q7Z2W9	128594
Q8NHX9	128596
Q7Z5L4	128597
Q2M385	128608
Q8NGJ1	128611
Q86TB9	128613
Q86WS3	128614
Q96DN2	128616
Q8NBI2	128617
Q7Z5V6	128618
Q8IXT1	128620
Q8IWF9	128621
Q8WV07	128622
Q8WZ04	128624
Q96E66	128624
Q5W0A0	128626
Q8NA61	128627
Q86V42	128629
Q96BD8	128632
Q96M91	128633
Q6PKX4	128636
Q5VV17	128638
Q14CZ8	128639
Q86UD1	128640
Q6B0B8	128641
Q8N998	128643
Q8N8N0	128647
Q5RIA9	128658
Q7RTY1	128664
Q8NE31	128665
Q5T0T0	128666
P51991	128670
Q8NCK3	128671
Q8N9B8	128673
Q6NUK4	128676
Q15652	128677
Q8WVF2	128678
Q5VUB5	128680
Q504Y0	128681
Q8TEA1	128682
Q96KC2	128683
Q8ND94	128684
Q1KMD3	128685
Q96Q83	128686
Q8WVE0	128690
Q8IX90	128691
Q8IYU8	128692
Q96N96	128693
Q96FN4	128695
Q8IZF4	128696
Q5TCS8	128702
Q5TFE4	128704
Q5T215	128706
Q5JW98	128707
Q96AP4	128708
Q96NH3	128710
Q7RTV2	128713
O60522	128720
Q496A3	128721
Q8N319	128722
Q9H1X1	128723
Q9Y530	128727
Q6ZMV9	128728
Q7Z6J4	128730
Q6UWU4	128732
Q5T9G4	128733
Q8NC56	128735
Q96C00	128736
Q9Y330	128737
Q5SQH8	128738
Q96QV6	128742
Q8NB78	128743
Q9BX46	128744
Q8N6D2	128745
Q9C0D0	128746
P0DJ93	128747
Q5T4T6	128748
Q5TGL8	128751
Q6NSZ9	128753
Q8TCP9	128754
Q8N2E2	128755
P21108	128758
Q3B726	128759
Q8IXZ3	128760
Q86VZ6	128764
Q8TAP8	128765
Q6PJG6	128767
Q7Z5N4	128768
P85037	128769
Q8IY49	128770
Q8NCG7	128772
P86790	119643,128773
P86791	119643,128773
Q9UPZ6	128774
Q8TAG5	128776
Q7Z7H5	128780
Q8N3F0	128785
Q8IV56	128786
Q6PCB5	128788
A8MWY0	128789
Q9UFC0	128790
Q8N0U4	128791
Q8NEE6	128792
Q6IQ20	128793
Q9ULK2	128794
Q8N7W2	128797
Q8N448	128798
Q8HWS3	128803
Q5T1Q4	128804
Q5T0W9	128805
Q8IV45	128808
Q7Z5Y7	128809
Q8TAF8	128811
Q3MJ62	128813
Q5M9Q1	128814
Q8IXS0	128817
Q96RJ6	128819
Q6ZVC0	128821
P0C881	128823
Q8NHG8	128825
Q8TD08	128827
Q5MJ70	128828
Q8N8G2	128830
Q8N129	128831
Q5J5C9	128847
Q8N8Y2	128858
Q8NEY4	128859
Q96LI5	128873
Q8NHY3	128874
Q8NHZ8	128878
Q8NDX2	128880
O60930	128882
Q8WV93	128885
Q96MF2	128899
Q8N2H9	128900
Q8IWL8	128918
Q6UW49	128923
Q8NEV9	128924
Q9P0T7	128927
Q96N95	128934
Q969S2	128946
Q6ZWJ1	128947
Q8NAU1	128948
A8MVW5	128949
Q5HYJ1	128951
Q5THK1	128956
Q8IUS5	128958
Q9Y6F8	128959
Q9H4I8	128960
Q6R327	128962
Q8NFU5	128968
Q8NAP3	128969
Q5SVS4	128971
Q6UWP7	128972
Q8N3J6	128973
Q8N954	128977
Q6ZNG0	128978
Q8IVF6	128979
Q6ZRQ5	128982
Q9Y4E1	128984
Q9H4W6	128985
A2RRH5	128986
Q6ZMG9	128987
Q8IXL7	128990
Q5W0Z9	128991
Q7Z739	128997
Q6GYQ0	128998
Q8WZ19	129001
Q5U4P2	129003
Q8IXQ9	129005
Q6UB28	129008
Q6ZU65	129009
Q6RI45	129012
Q8N3D4	129015
Q86XE0	129016
Q96LI9	129018
Q7Z6M2	129019
Q6ZVT0	129020
Q3SY00	129021
Q8NCN4	129022
Q8N5C1	129023
Q8N3X6	129025
Q5T1N1	129027
Q5SRE7	129029
Q6UX98	129032
Q9NXL9	129033
Q86WR7	129035
Q8IVJ1	129036
Q8N635	129038
Q643R3	129039
Q8WV74	129040
Q86SG7	129047
Q58DX5	129052
Q8N2U0	129054
Q8NHC8	129055
Q8IYP9	129056
Q3LI76	129062
Q5VZ52	129063
Q2QL34	129068
Q8N661	129071
Q8N350	129072
Q86UU9	129073
Q6ZU64	129075
Q5TGY1	129076
Q6V702	129077
Q68DD2	129083
Q8IZK6	129087
Q8N9N7	129089
A4D2B0	129099
Q8N4U5	129100
Q3SXZ3	129101
Q8N431	129103
Q7Z419	129106
Q8IZ81	129109
Q96A08	129111
Q17RW2	129112
Q8NBP7	129116
Q6UXI9	129117
Q8WW35	129118
Q8IXQ8	129119
Q147U7	129121
Q8N143	129125
Q8N9A8	129126
Q8NB59	129128
Q58A45	129129
Q6P9A3	129133
A8TX70	129134
A8MXV6	129146
Q6NZ63	129147
O95848	129152
Q7RTS3	129154
Q8N6N6	129155
Q8TBZ0	129157
Q6ZS86	129160
Q32P44	129161
Q8N228	129164
Q8NDV1	129166
Q8NHS3	129168
Q8IV50	129172
A2AJT9	129173
Q86Y26	129174
Q7Z304	129176
Q96T17	129178
Q8IYJ2	129180
Q8NG41	129184
Q86VE9	129188
A2A2Y4	129190
Q5SY80	129192
Q86XM0	129194
Q0VAA5	129195
Q7Z6I6	129199
Q8N6F7	129200
Q8ND24	129202
Q8TAL5	129203
Q7Z3B1	129205
Q149N8	129208
Q2M329	129209
Q8N239	129210
Q765I0	129211
Q8WV41	129214
Q8N5C8	129216
A6NCS6	129217
Q5BKY9	129218
Q8N8V4	129220
Q8NHG7	129222
Q60I27	129223
O14931	129224
Q5SQ64	129225
O43301	129226
Q86VZ5	129227
Q8IZF0	129228
Q8NEX5	129232
Q96LB2	129233
Q8IZT6	129236
Q8NFC6	129238
P59536	129242
P59538	129245
Q8N118	129254
Q5TCQ9	129277
Q8NF86	129278
Q8WXC3	129281
O75663	129283
Q8NFT2	129285
O75161	129286
Q9UDX4	129297
Q8NFP4	129333
P43356	110275,129334
Q8IUM7	129335
Q8IZJ4	129336
Q96NT1	129344
Q6P3X8	129355
Q8N328	129356
Q8IZQ5	129373
Q7RTT5	129378
Q8IUB3	129382
Q8IZJ0	129394
Q8IZI9	129395
Q8IU54	129396
Q8NBQ7	129399
P0C0E4	129420
Q8TC44	129421
Q5JNZ3	129424
A2VDF0	129427
Q5VZ66	129428
Q86UX6	129429
Q6QNY1	129431
Q5T481	129433
Q8IYA7	129453
Q8NEV1	129460
Q3KP22	129469
Q86UU0	129475
Q6PIV2	129476
Q494R4	129477
Q9GZM6	129481
Q7Z4N8	129495
Q6PCE3	129496
Q6PF15	129497
Q4G0X4	129500
Q8N4Y2	129503
Q96HE8	129504
A6NC98	129505
Q8N5M4	129507
Q8N4F4	129508
Q8IZ40	129510
Q96MB7	129511
Q8NDX6	129530
Q86WH2	129534
Q6L9W6	129537
Q8NB46	129540
Q6ZMH5	129541
Q8WW59	129542
Q6QNK2	129544
Q6PF18	129545
Q8N7H1	129555
Q6NUT2	129556
Q86XJ1	129559
Q6VAB6	129567
O43716	129569
Q86WS4	129571
Q4G148	129573
Q86WS5	129574
Q96JM3	129584
Q8N5I3	129592
Q7Z3Q1	129597
Q8N3F9	129601
Q8N966	129607
Q6PL24	129608
Q6Q0C1	129619
Q6SA08	129625
Q8N128	129627
Q9Y4F5	129628
Q86SX3	129629
Q71RS6	129632
Q2VWP7	129634
Q52LJ0	129661
Q86XP0	129664
Q6P050	129675
Q5JPE7	129677
Q5XG92	129682
Q8N729	129692
Q6PL45	129693
A6NDG6	129694
Q6UWD8	129700
Q8NBZ0	129701
P0C024	129708
Q8N446	129710
Q4G0I0	129712
Q8NCF0	129716
Q8N9I5	129719
Q8IV36	129720
Q7Z6J9	129721
Q2TAC2	129725
Q8WVB3	129726
Q7Z6M3	129734
Q8N9R6	129739
Q7Z3B3	129744
B2RV13	129747
A8MVW0	129748
A2RUB1	129749
Q8N841	129751
Q86SG6	129755
Q7Z7B1	129756
P0C7P0	129759
Q96QA5	129762
Q86YT5	129763
Q8N9M5	129765
Q6NZI2	129767
Q86WA9	129771
Q8N8Q3	129772
Q8N9F7	129776
A1L188	129780
Q3B8N2	129785
Q641Q3	129788
P25391	129792
Q719H9	129804
